model_name,M,K,ROW_BLOCK_SIZE,COL_BLOCK_SIZE,PARALLEL_SIZE,BM,BK,bm,avg_latency_s,tile_latency_s,tokens_per_second,rank
Llama-1B,32000,2048,256,32,64,256,32,64,7.348224073648453,5.7408000575378534e-05,2.365056227599471,28
Llama-1B,2048,2048,512,64,64,512,64,64,0.8581038045883179,0.0002094979991670698,2.26425260909476,24
Llama-1B,5632,2048,128,128,32,128,128,32,2.5107681274414064,0.00022290199995040895,2.187705822914411,25
Llama-1B,2048,2048,32,128,32,32,128,32,0.924295163154602,0.0002256579988170415,2.1021031547778963,25
Llama-1B,5632,2048,32,64,32,32,64,32,2.632486887574196,0.00011685399891575799,2.08655248325018,26
Llama-1B,32000,2048,320,64,32,320,64,32,8.736768066883085,6.825600052252411e-05,1.989175284743334,29
Llama-1B,5632,2048,128,32,64,128,32,64,2.792390655875206,0.0001239519999944605,1.9670679103708315,27
Llama-1B,5632,2048,256,64,32,256,64,32,2.8717342859506605,0.00012747400061925872,1.9127194598970811,28
Llama-1B,2048,5632,512,32,32,512,32,32,4.274102283716202,9.486200026003643e-05,1.872301913593734,32
Llama-1B,2048,2048,128,32,32,128,32,32,1.0459873247146607,6.38419997994788e-05,1.8575404620158935,26
Llama-1B,32000,2048,256,32,32,256,32,32,9.471487700939178,3.699799883179367e-05,1.834871527675146,30
Llama-1B,32000,2048,320,32,32,320,32,32,9.566720351576805,3.7370001373346894e-05,1.816606158485044,31
Llama-1B,32000,2048,32,128,32,32,128,32,10.000896044075489,0.0001562640006886795,1.7377406015007915,32
Llama-1B,5632,2048,128,32,32,128,32,32,3.300802595615387,7.326000079046935e-05,1.6640868071564938,29
Llama-1B,2048,5632,256,32,32,256,32,32,4.966703104972839,0.00011023400002159178,1.611211645947771,33
Llama-1B,5632,2048,256,32,64,256,32,64,3.7547867941856388,0.00016667199903167785,1.4628852058650095,30
Llama-1B,2048,5632,128,32,32,128,32,32,5.6119049680233,0.0001245539987576194,1.4259703131637151,34
Llama-1B,5632,2048,512,32,32,512,32,32,3.864633306264877,8.577399916248396e-05,1.4213048476002048,31
Llama-1B,5632,2048,64,32,32,64,32,32,3.9722270929813384,8.816200046567246e-05,1.3828066532492387,32
Llama-1B,2048,2048,32,64,32,32,64,32,1.4662860870361327,0.00017899000085890292,1.3250918736742812,27
Llama-1B,5632,2048,32,32,32,32,32,32,4.165517257452011,9.245199878932909e-05,1.3186410505357886,33
Llama-1B,2048,5632,64,32,64,64,32,64,6.1100441467761994,0.00027121999941300603,1.30971392226674,35
Llama-1B,2048,2048,64,32,64,64,32,64,1.5557754969596862,0.0001899140010937117,1.2488715641878925,28
Llama-1B,5632,2048,256,32,32,256,32,32,4.5460603249073035,0.00010089800081914291,1.2082598249515044,34
Llama-1B,2048,2048,256,32,64,256,32,64,1.6352051305770874,0.00019961000129114836,1.1882079759177,29
Llama-1B,5632,2048,128,64,64,128,64,64,4.729573374390602,0.00041988399985712024,1.1613779124632395,35
Llama-1B,2048,5632,64,32,32,64,32,32,6.971514922380447,0.00015473000094061716,1.1478724457731986,36
Llama-1B,32000,2048,128,32,32,128,32,32,15.160832032561302,5.9222000127192585e-05,1.1463066848741144,33
Llama-1B,2048,2048,256,32,32,256,32,32,1.7097686958312988,0.00010435599950142204,1.136389842176026,30
Llama-1B,5632,2048,512,32,64,512,32,64,5.305749536156655,0.0002355180014274083,1.0352584521677841,36
Llama-1B,2048,2048,64,32,32,64,32,32,1.9627704191207886,0.00011979799921391532,0.9899088347192323,31
Llama-1B,32000,2048,32,64,32,32,64,32,19.30188797414303,0.0001507959997979924,0.9003763326395653,34
Llama-1B,2048,2048,64,64,32,64,64,32,2.4867635059356687,0.0003035599982831627,0.7813222985521417,32
Llama-1B,32000,2048,64,32,64,64,32,64,23.728127777576447,0.00018537599826231598,0.7324203270517656,35
Llama-1B,2048,2048,512,64,32,512,64,32,2.7281981348991393,0.0003330319988890551,0.7121783984670417,33
Llama-1B,32000,2048,64,64,64,64,64,64,28.593408092856407,0.00044677200145088136,0.6077961413603045,36
Llama-1B,32000,2048,32,32,32,32,32,32,31.37484766542911,0.00012255799869308247,0.5539138641405397,37
Llama-1B,32000,2048,160,32,32,160,32,32,35.393023788928986,0.00013825399917550386,0.49102792716498006,38
Llama-1B,2048,2048,512,32,32,512,32,32,4.148690972328186,0.00025321600172901527,0.4683317681101891,34
Llama-1B,32000,2048,64,32,32,64,32,32,45.49068823456764,0.00017769800091627986,0.3820334178627052,39
Llama-1B,2048,2048,512,32,64,512,32,64,5.454741504192352,0.0006658620000234805,0.356197223446782,35
Llama-1B,32000,2048,64,64,32,64,64,32,60.32870400696993,0.00047131800005445257,0.28807121573788147,40
Llama-1B,2048,2048,32,32,32,32,32,32,8.567783393859862,0.000522935998160392,0.2267755484814978,36
